fecha,producto,categoria,region,unidades,precio_unitario
2024-09-15,Taza cerámica,Hogar,Este,4,7.50
2024-09-16,Camiseta básica,Ropa,Norte,2,12.90
2024-09-16,Pack pegatinas,Papelería,Sur,2,3.50
2024-09-17,Taza cerámica,Hogar,Oeste,3,7.50
2024-09-17,Pack pegatinas,Papelería,Este,3,3.50
2024-09-17,Pack pegatinas,Papelería,Oeste,4,3.15
2024-09-18,Taza cerámica,Hogar,Norte,3,7.50
2024-09-18,Taza cerámica,Hogar,Centro,2,6.75
2024-09-19,Botella térmica,Accesorios,Sur,2,18.90
2024-09-19,Bolsa tela,Accesorios,Este,2,6.90
2024-09-19,Botella térmica,Accesorios,Oeste,4,18.90
2024-09-20,Gorra logo,Accesorios,Centro,3,9.90
2024-09-20,Pack pegatinas,Papelería,Centro,2,3.50
2024-09-20,Camiseta básica,Ropa,Norte,1,12.90
2024-09-22,Taza cerámica,Hogar,Norte,1,7.50
2024-09-22,Taza cerámica,Hogar,Centro,4,7.50
2024-09-22,Pack pegatinas,Papelería,Centro,4,3.15
2024-09-23,Camiseta básica,Ropa,Este,1,12.90
2024-09-23,Botella térmica,Accesorios,Oeste,1,18.90
2024-09-23,Gorra logo,Accesorios,Centro,1,9.90
2024-09-24,Taza cerámica,Hogar,Este,2,7.50
2024-09-25,Botella térmica,Accesorios,Oeste,4,17.01
2024-09-25,Pack pegatinas,Papelería,Sur,2,3.50
2024-09-26,Sudadera capucha,Ropa,Oeste,1,26.91
2024-09-26,Bolsa tela,Accesorios,Norte,4,6.21
2024-09-27,Sudadera capucha,Ropa,Este,4,29.90
2024-09-28,Camiseta básica,Ropa,Centro,2,12.90
2024-09-28,Pack pegatinas,Papelería,Norte,3,3.15
2024-09-29,Camiseta básica,Ropa,Este,2,12.90
2024-09-29,Camiseta básica,Ropa,Oeste,2,12.90
2024-09-29,Sudadera capucha,Ropa,Sur,3,29.90
2024-09-29,Bolsa tela,Accesorios,Sur,3,6.90
2024-10-01,Camiseta básica,Ropa,Norte,1,12.90
2024-10-01,Libreta A5,Papelería,Este,4,5.90
2024-10-03,Pack pegatinas,Papelería,Centro,4,3.50
2024-10-03,Bolsa tela,Accesorios,Centro,4,6.90
2024-10-04,Sudadera capucha,Ropa,Norte,3,29.90
2024-10-04,Sudadera capucha,Ropa,Sur,3,29.90
2024-10-04,Bolsa tela,Accesorios,Norte,3,6.90
2024-10-05,Pack pegatinas,Papelería,Norte,3,3.50
2024-10-06,Gorra logo,Accesorios,Centro,4,9.90
2024-10-07,Sudadera capucha,Ropa,Centro,1,26.91
2024-10-07,Sudadera capucha,Ropa,Norte,3,29.90
2024-10-07,Botella térmica,Accesorios,Norte,4,18.90
2024-10-08,Gorra logo,Accesorios,Este,4,9.90
2024-10-09,Botella térmica,Accesorios,Sur,4,17.01
2024-10-09,Bolsa tela,Accesorios,Oeste,3,6.90
2024-10-11,Botella térmica,Accesorios,Oeste,2,18.90
2024-10-11,Taza cerámica,Hogar,Este,4,6.75
2024-10-12,Libreta A5,Papelería,Este,4,5.90
2024-10-13,Bolsa tela,Accesorios,Centro,2,6.90
2024-10-13,Taza cerámica,Hogar,Oeste,4,7.50
2024-10-13,Libreta A5,Papelería,Oeste,3,5.90
2024-10-13,Taza cerámica,Hogar,Oeste,3,7.50
2024-10-14,Sudadera capucha,Ropa,Centro,2,29.90
2024-10-14,Gorra logo,Accesorios,Oeste,1,9.90
2024-10-15,Pack pegatinas,Papelería,Norte,3,3.50
2024-10-16,Pack pegatinas,Papelería,Sur,2,3.50
2024-10-16,Botella térmica,Accesorios,Oeste,2,18.90
2024-10-16,Sudadera capucha,Ropa,Oeste,4,29.90
2024-10-17,Bolsa tela,Accesorios,Este,1,6.90
2024-10-17,Sudadera capucha,Ropa,Este,1,29.90
2024-10-17,Gorra logo,Accesorios,Oeste,1,9.90
2024-10-18,Bolsa tela,Accesorios,Este,1,6.21
2024-10-18,Taza cerámica,Hogar,Oeste,2,7.50
2024-10-19,Gorra logo,Accesorios,Oeste,3,9.90
2024-10-19,Sudadera capucha,Ropa,Norte,3,29.90
2024-10-19,Sudadera capucha,Ropa,Este,2,29.90
2024-10-19,Pack pegatinas,Papelería,Este,2,3.50
2024-10-19,Pack pegatinas,Papelería,Oeste,1,3.50
2024-10-20,Botella térmica,Accesorios,Norte,1,18.90
2024-10-20,Camiseta básica,Ropa,Sur,3,12.90
2024-10-21,Gorra logo,Accesorios,Oeste,2,9.90
2024-10-22,Taza cerámica,Hogar,Sur,4,7.50
2024-10-22,Bolsa tela,Accesorios,Centro,4,6.21
2024-10-22,Taza cerámica,Hogar,Oeste,4,7.50
2024-10-24,Taza cerámica,Hogar,Norte,3,7.50
2024-10-26,Libreta A5,Papelería,Este,2,5.90
2024-10-26,Pack pegatinas,Papelería,Centro,3,3.50
2024-10-27,Sudadera capucha,Ropa,Oeste,3,29.90
2024-10-27,Gorra logo,Accesorios,Centro,3,9.90
2024-10-27,Sudadera capucha,Ropa,Sur,2,29.90
2024-10-27,Botella térmica,Accesorios,Sur,1,18.90
2024-10-27,Bolsa tela,Accesorios,Centro,4,6.90
2024-10-28,Bolsa tela,Accesorios,Centro,2,6.90
2024-10-28,Gorra logo,Accesorios,Sur,2,9.90
2024-10-28,Gorra logo,Accesorios,Centro,3,9.90
2024-10-30,Camiseta básica,Ropa,Oeste,4,11.61
2024-10-30,Pack pegatinas,Papelería,Oeste,4,3.50
2024-10-31,Pack pegatinas,Papelería,Norte,2,3.15
2024-10-31,Taza cerámica,Hogar,Sur,3,6.75
2024-10-31,Botella térmica,Accesorios,Centro,2,18.90
2024-11-01,Sudadera capucha,Ropa,Centro,1,29.90
2024-11-01,Libreta A5,Papelería,Oeste,1,5.90
2024-11-01,Taza cerámica,Hogar,Sur,4,6.75
2024-11-01,Botella térmica,Accesorios,Este,1,18.90
2024-11-01,Sudadera capucha,Ropa,Norte,4,29.90
2024-11-01,Taza cerámica,Hogar,Centro,2,7.50
2024-11-02,Bolsa tela,Accesorios,Sur,2,6.90
2024-11-02,Taza cerámica,Hogar,Centro,1,7.50
2024-11-02,Botella térmica,Accesorios,Este,2,18.90
2024-11-02,Botella térmica,Accesorios,Centro,3,18.90
2024-11-02,Sudadera capucha,Ropa,Oeste,2,29.90
2024-11-02,Camiseta básica,Ropa,Sur,3,12.90
2024-11-02,Gorra logo,Accesorios,Este,2,8.91
2024-11-03,Pack pegatinas,Papelería,Este,2,3.50
2024-11-03,Bolsa tela,Accesorios,Norte,4,6.90
2024-11-03,Bolsa tela,Accesorios,Este,3,6.90
2024-11-03,Pack pegatinas,Papelería,Norte,4,3.50
2024-11-03,Sudadera capucha,Ropa,Este,4,29.90
2024-11-04,Bolsa tela,Accesorios,Sur,2,6.90
2024-11-04,Pack pegatinas,Papelería,Este,3,3.50
2024-11-04,Libreta A5,Papelería,Oeste,2,5.90
2024-11-05,Camiseta básica,Ropa,Oeste,1,11.61
2024-11-05,Camiseta básica,Ropa,Sur,1,12.90
2024-11-05,Pack pegatinas,Papelería,Oeste,4,3.15
2024-11-05,Taza cerámica,Hogar,Este,2,7.50
2024-11-05,Gorra logo,Accesorios,Este,3,8.91
2024-11-06,Libreta A5,Papelería,Este,2,5.31
2024-11-06,Taza cerámica,Hogar,Norte,4,7.50
2024-11-06,Camiseta básica,Ropa,Sur,2,12.90
2024-11-07,Pack pegatinas,Papelería,Este,1,3.15
2024-11-07,Sudadera capucha,Ropa,Oeste,4,29.90
2024-11-07,Sudadera capucha,Ropa,Norte,2,29.90
2024-11-07,Sudadera capucha,Ropa,Este,3,29.90
2024-11-08,Gorra logo,Accesorios,Centro,2,8.91
2024-11-08,Camiseta básica,Ropa,Sur,2,12.90
2024-11-08,Gorra logo,Accesorios,Oeste,4,9.90
2024-11-09,Gorra logo,Accesorios,Oeste,1,9.90
2024-11-09,Libreta A5,Papelería,Sur,4,5.90
2024-11-10,Sudadera capucha,Ropa,Centro,2,29.90
2024-11-10,Botella térmica,Accesorios,Este,1,18.90
2024-11-10,Taza cerámica,Hogar,Este,2,7.50
2024-11-10,Camiseta básica,Ropa,Norte,2,12.90
2024-11-10,Taza cerámica,Hogar,Norte,4,7.50
2024-11-11,Libreta A5,Papelería,Centro,2,5.90
2024-11-11,Bolsa tela,Accesorios,Sur,3,6.90
2024-11-12,Camiseta básica,Ropa,Sur,1,11.61
2024-11-12,Camiseta básica,Ropa,Oeste,1,12.90
2024-11-12,Botella térmica,Accesorios,Oeste,4,18.90
2024-11-12,Sudadera capucha,Ropa,Este,2,29.90
2024-11-13,Taza cerámica,Hogar,Oeste,2,7.50
2024-11-13,Sudadera capucha,Ropa,Sur,3,29.90
2024-11-13,Camiseta básica,Ropa,Oeste,2,11.61
2024-11-14,Camiseta básica,Ropa,Sur,3,12.90
2024-11-14,Sudadera capucha,Ropa,Norte,1,29.90
2024-11-15,Libreta A5,Papelería,Sur,3,5.90
2024-11-15,Botella térmica,Accesorios,Norte,1,18.90
2024-11-15,Libreta A5,Papelería,Norte,4,5.90
2024-11-16,Sudadera capucha,Ropa,Este,4,29.90
2024-11-16,Camiseta básica,Ropa,Sur,4,12.90
2024-11-16,Libreta A5,Papelería,Norte,2,5.90
2024-11-16,Sudadera capucha,Ropa,Norte,2,29.90
2024-11-16,Camiseta básica,Ropa,Oeste,1,12.90
2024-11-16,Libreta A5,Papelería,Sur,4,5.90
2024-11-16,Camiseta básica,Ropa,Sur,4,12.90
2024-11-17,Botella térmica,Accesorios,Norte,1,18.90
2024-11-17,Camiseta básica,Ropa,Centro,2,12.90
2024-11-17,Camiseta básica,Ropa,Oeste,4,11.61
2024-11-17,Botella térmica,Accesorios,Centro,3,18.90
2024-11-17,Pack pegatinas,Papelería,Este,1,3.50
2024-11-17,Botella térmica,Accesorios,Centro,2,18.90
2024-11-17,Pack pegatinas,Papelería,Centro,2,3.50
2024-11-18,Camiseta básica,Ropa,Centro,4,11.61
2024-11-18,Libreta A5,Papelería,Norte,1,5.90
2024-11-19,Botella térmica,Accesorios,Sur,1,18.90
2024-11-19,Bolsa tela,Accesorios,Sur,4,6.90
2024-11-19,Botella térmica,Accesorios,Sur,1,17.01
2024-11-19,Bolsa tela,Accesorios,Norte,3,6.90
2024-11-19,Sudadera capucha,Ropa,Oeste,2,29.90
2024-11-19,Sudadera capucha,Ropa,Sur,1,29.90
2024-11-20,Botella térmica,Accesorios,Oeste,3,18.90
2024-11-20,Libreta A5,Papelería,Sur,3,5.90
2024-11-20,Sudadera capucha,Ropa,Centro,2,26.91
2024-11-21,Sudadera capucha,Ropa,Este,2,29.90
2024-11-22,Libreta A5,Papelería,Oeste,2,5.90
2024-11-22,Botella térmica,Accesorios,Este,1,17.01
2024-11-22,Camiseta básica,Ropa,Este,2,12.90
2024-11-22,Gorra logo,Accesorios,Este,1,9.90
2024-11-23,Botella térmica,Accesorios,Sur,3,18.90
2024-11-23,Camiseta básica,Ropa,Centro,4,12.90
2024-11-23,Taza cerámica,Hogar,Sur,1,7.50
2024-11-23,Sudadera capucha,Ropa,Sur,1,26.91
2024-11-23,Gorra logo,Accesorios,Este,2,9.90
2024-11-23,Sudadera capucha,Ropa,Norte,3,29.90
2024-11-24,Pack pegatinas,Papelería,Este,2,3.15
2024-11-25,Pack pegatinas,Papelería,Centro,1,3.50
2024-11-26,Bolsa tela,Accesorios,Oeste,4,6.21
2024-11-26,Gorra logo,Accesorios,Sur,3,9.90
2024-11-26,Botella térmica,Accesorios,Sur,3,18.90
2024-11-26,Camiseta básica,Ropa,Oeste,2,12.90
2024-11-26,Bolsa tela,Accesorios,Este,4,6.21
2024-11-26,Bolsa tela,Accesorios,Centro,2,6.90
2024-11-27,Camiseta básica,Ropa,Este,4,12.90
2024-11-27,Pack pegatinas,Papelería,Centro,4,3.50
2024-11-27,Libreta A5,Papelería,Norte,4,5.90
2024-11-27,Libreta A5,Papelería,Este,2,5.31
2024-11-28,Libreta A5,Papelería,Norte,2,5.90
2024-11-28,Taza cerámica,Hogar,Norte,2,7.50
2024-11-29,Bolsa tela,Accesorios,Sur,3,6.90
2024-11-29,Gorra logo,Accesorios,Este,2,9.90
2024-11-29,Camiseta básica,Ropa,Centro,3,12.90
2024-11-29,Gorra logo,Accesorios,Oeste,2,9.90
2024-11-30,Camiseta básica,Ropa,Centro,1,11.61
2024-11-30,Taza cerámica,Hogar,Norte,1,7.50
2024-11-30,Libreta A5,Papelería,Este,2,5.90
2024-11-30,Gorra logo,Accesorios,Sur,3,8.91
2024-12-01,Libreta A5,Papelería,Oeste,1,5.90
2024-12-01,Sudadera capucha,Ropa,Sur,3,29.90
2024-12-01,Gorra logo,Accesorios,Oeste,4,9.90
2024-12-01,Libreta A5,Papelería,Centro,2,5.90
2024-12-02,Gorra logo,Accesorios,Este,4,9.90
2024-12-02,Gorra logo,Accesorios,Centro,2,9.90
2024-12-02,Bolsa tela,Accesorios,Este,1,6.90
2024-12-03,Sudadera capucha,Ropa,Norte,4,26.91
2024-12-03,Taza cerámica,Hogar,Sur,3,7.50
2024-12-03,Sudadera capucha,Ropa,Este,3,29.90
2024-12-03,Taza cerámica,Hogar,Este,2,7.50
2024-12-04,Camiseta básica,Ropa,Oeste,1,12.90
2024-12-04,Gorra logo,Accesorios,Oeste,4,9.90
2024-12-04,Libreta A5,Papelería,Oeste,4,5.31
2024-12-05,Pack pegatinas,Papelería,Norte,1,3.50
2024-12-05,Botella térmica,Accesorios,Norte,1,18.90
2024-12-06,Gorra logo,Accesorios,Norte,4,9.90
2024-12-06,Sudadera capucha,Ropa,Centro,3,29.90
2024-12-07,Bolsa tela,Accesorios,Oeste,2,6.90
2024-12-07,Gorra logo,Accesorios,Sur,1,8.91
2024-12-07,Taza cerámica,Hogar,Centro,4,7.50
2024-12-07,Botella térmica,Accesorios,Norte,3,18.90
2024-12-07,Camiseta básica,Ropa,Oeste,4,12.90
2024-12-07,Gorra logo,Accesorios,Oeste,1,9.90
2024-12-08,Pack pegatinas,Papelería,Sur,2,3.15
2024-12-08,Gorra logo,Accesorios,Oeste,3,9.90
2024-12-08,Sudadera capucha,Ropa,Oeste,3,29.90
2024-12-08,Pack pegatinas,Papelería,Centro,3,3.15
2024-12-09,Libreta A5,Papelería,Oeste,4,5.90
2024-12-09,Camiseta básica,Ropa,Este,3,12.90
2024-12-09,Taza cerámica,Hogar,Sur,3,7.50
2024-12-09,Sudadera capucha,Ropa,Centro,1,29.90
2024-12-10,Taza cerámica,Hogar,Centro,1,7.50
2024-12-10,Bolsa tela,Accesorios,Sur,4,6.90
2024-12-10,Pack pegatinas,Papelería,Norte,3,3.15
2024-12-10,Gorra logo,Accesorios,Oeste,1,9.90
2024-12-10,Gorra logo,Accesorios,Sur,2,9.90
2024-12-10,Gorra logo,Accesorios,Oeste,1,9.90
2024-12-11,Gorra logo,Accesorios,Norte,3,9.90
2024-12-11,Sudadera capucha,Ropa,Centro,4,29.90
2024-12-11,Libreta A5,Papelería,Norte,3,5.90
2024-12-11,Bolsa tela,Accesorios,Sur,1,6.90
2024-12-12,Sudadera capucha,Ropa,Este,3,29.90
2024-12-13,Bolsa tela,Accesorios,Oeste,4,6.90
2024-12-13,Camiseta básica,Ropa,Sur,2,12.90
2024-12-13,Bolsa tela,Accesorios,Este,1,6.90
2024-12-13,Taza cerámica,Hogar,Este,1,7.50
2024-12-13,Libreta A5,Papelería,Este,1,5.90
2024-12-14,Sudadera capucha,Ropa,Oeste,2,26.91
2024-12-14,Libreta A5,Papelería,Centro,3,5.90
2024-12-14,Sudadera capucha,Ropa,Oeste,2,29.90
2024-12-14,Pack pegatinas,Papelería,Centro,3,3.50
2024-12-14,Gorra logo,Accesorios,Centro,1,9.90
2024-12-15,Camiseta básica,Ropa,Sur,2,12.90
2024-12-15,Camiseta básica,Ropa,Norte,2,11.61
2024-12-15,Libreta A5,Papelería,Oeste,2,5.90
2024-12-15,Bolsa tela,Accesorios,Sur,1,6.90
2024-12-15,Libreta A5,Papelería,Sur,4,5.90
2024-12-15,Pack pegatinas,Papelería,Este,3,3.50
2024-12-16,Camiseta básica,Ropa,Centro,4,11.61
2024-12-16,Taza cerámica,Hogar,Sur,2,7.50
2024-12-17,Bolsa tela,Accesorios,Norte,1,6.90
2024-12-17,Pack pegatinas,Papelería,Centro,2,3.50
2024-12-17,Camiseta básica,Ropa,Este,2,12.90
2024-12-17,Botella térmica,Accesorios,Este,4,18.90
2024-12-17,Pack pegatinas,Papelería,Este,3,3.50
2024-12-18,Sudadera capucha,Ropa,Este,1,29.90
2024-12-18,Botella térmica,Accesorios,Oeste,3,18.90
2024-12-18,Sudadera capucha,Ropa,Este,3,29.90
2024-12-18,Botella térmica,Accesorios,Este,3,18.90
2024-12-18,Taza cerámica,Hogar,Sur,2,7.50
2024-12-18,Camiseta básica,Ropa,Sur,4,12.90
2024-12-19,Pack pegatinas,Papelería,Oeste,3,3.50
2024-12-19,Bolsa tela,Accesorios,Centro,4,6.90
2024-12-19,Taza cerámica,Hogar,Sur,3,7.50
2024-12-20,Libreta A5,Papelería,Centro,3,5.90
2024-12-20,Gorra logo,Accesorios,Sur,3,8.91
2024-12-20,Botella térmica,Accesorios,Este,2,18.90
2024-12-20,Sudadera capucha,Ropa,Este,2,29.90
2024-12-20,Bolsa tela,Accesorios,Centro,3,6.90
2024-12-20,Botella térmica,Accesorios,Oeste,4,18.90
2024-12-21,Sudadera capucha,Ropa,Centro,4,29.90
2024-12-21,Sudadera capucha,Ropa,Oeste,4,29.90
2024-12-21,Camiseta básica,Ropa,Sur,2,11.61
2024-12-21,Libreta A5,Papelería,Oeste,4,5.90
2024-12-21,Gorra logo,Accesorios,Sur,3,9.90
2024-12-22,Gorra logo,Accesorios,Norte,3,9.90
2024-12-22,Pack pegatinas,Papelería,Sur,3,3.50
2024-12-22,Gorra logo,Accesorios,Norte,4,9.90
2024-12-23,Bolsa tela,Accesorios,Oeste,4,6.90
2024-12-23,Bolsa tela,Accesorios,Sur,1,6.21
2024-12-23,Libreta A5,Papelería,Centro,1,5.90
2024-12-23,Taza cerámica,Hogar,Sur,1,7.50
2024-12-24,Libreta A5,Papelería,Oeste,3,5.31
2024-12-24,Botella térmica,Accesorios,Norte,2,17.01
2024-12-24,Botella térmica,Accesorios,Centro,3,18.90
2024-12-24,Libreta A5,Papelería,Sur,4,5.90
2024-12-25,Libreta A5,Papelería,Oeste,2,5.90
2024-12-25,Camiseta básica,Ropa,Sur,2,12.90
2024-12-25,Taza cerámica,Hogar,Sur,1,7.50
2024-12-25,Sudadera capucha,Ropa,Norte,3,29.90
2024-12-26,Botella térmica,Accesorios,Norte,1,18.90
2024-12-26,Sudadera capucha,Ropa,Norte,1,26.91
2024-12-26,Bolsa tela,Accesorios,Centro,4,6.90
2024-12-26,Botella térmica,Accesorios,Sur,4,18.90
2024-12-26,Camiseta básica,Ropa,Norte,3,12.90
2024-12-26,Botella térmica,Accesorios,Norte,2,18.90
2024-12-27,Sudadera capucha,Ropa,Centro,1,29.90
2024-12-27,Taza cerámica,Hogar,Sur,3,7.50
2024-12-28,Botella térmica,Accesorios,Oeste,2,17.01
2024-12-28,Taza cerámica,Hogar,Norte,4,7.50
2024-12-28,Camiseta básica,Ropa,Centro,1,12.90
2024-12-28,Pack pegatinas,Papelería,Centro,2,3.50
2024-12-28,Sudadera capucha,Ropa,Sur,1,29.90
2024-12-28,Pack pegatinas,Papelería,Norte,3,3.50
2024-12-29,Botella térmica,Accesorios,Este,3,18.90
2024-12-30,Sudadera capucha,Ropa,Norte,1,29.90
2024-12-30,Camiseta básica,Ropa,Sur,2,12.90
2024-12-30,Libreta A5,Papelería,Centro,3,5.90
2024-12-30,Botella térmica,Accesorios,Este,1,18.90
2024-12-30,Gorra logo,Accesorios,Oeste,1,9.90
2024-12-30,Botella térmica,Accesorios,Oeste,4,18.90
2024-12-31,Gorra logo,Accesorios,Norte,1,8.91
2024-12-31,Gorra logo,Accesorios,Centro,1,9.90
2024-12-31,Pack pegatinas,Papelería,Oeste,4,3.50
2024-12-31,Libreta A5,Papelería,Sur,1,5.90
2024-12-31,Pack pegatinas,Papelería,Oeste,4,3.15
2024-12-31,Pack pegatinas,Papelería,Este,1,3.15
